team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,season,match_type
Royal Challengers Bangalore,Kolkata Knight Riders,18-04-2008,Royal Challengers Bangalore,field,Kolkata Knight Riders,BB McCullum,M Chinnaswamy Stadium,1,League
Kings XI Punjab,Chennai Super Kings,19-04-2008,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",1,League
Delhi Daredevils,Rajasthan Royals,19-04-2008,Rajasthan Royals,bat,Delhi Daredevils,MF Maharoof,Feroz Shah Kotla,1,League
Mumbai Indians,Royal Challengers Bangalore,20-04-2008,Mumbai Indians,bat,Royal Challengers Bangalore,MV Boucher,Wankhede Stadium,1,League
Kolkata Knight Riders,Deccan Chargers,20-04-2008,Deccan Chargers,bat,Kolkata Knight Riders,DJ Hussey,Eden Gardens,1,League
Rajasthan Royals,Kings XI Punjab,21-04-2008,Kings XI Punjab,bat,Rajasthan Royals,SR Watson,Sawai Mansingh Stadium,1,League
Deccan Chargers,Delhi Daredevils,22-04-2008,Deccan Chargers,bat,Delhi Daredevils,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",1,League
Chennai Super Kings,Mumbai Indians,23-04-2008,Mumbai Indians,field,Chennai Super Kings,ML Hayden,"MA Chidambaram Stadium, Chepauk",1,League
Deccan Chargers,Rajasthan Royals,24-04-2008,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",1,League
Kings XI Punjab,Mumbai Indians,25-04-2008,Mumbai Indians,field,Kings XI Punjab,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",1,League
Chennai Super Kings,Kolkata Knight Riders,26-04-2008,Kolkata Knight Riders,bat,Chennai Super Kings,JDP Oram,"MA Chidambaram Stadium, Chepauk",1,League
Royal Challengers Bangalore,Rajasthan Royals,26-04-2008,Rajasthan Royals,field,Rajasthan Royals,SR Watson,M Chinnaswamy Stadium,1,League
Mumbai Indians,Deccan Chargers,27-04-2008,Deccan Chargers,field,Deccan Chargers,AC Gilchrist,Dr DY Patil Sports Academy,1,League
Kings XI Punjab,Delhi Daredevils,27-04-2008,Delhi Daredevils,bat,Kings XI Punjab,SM Katich,"Punjab Cricket Association Stadium, Mohali",1,League
Royal Challengers Bangalore,Chennai Super Kings,28-04-2008,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium,1,League
Kolkata Knight Riders,Mumbai Indians,29-04-2008,Kolkata Knight Riders,bat,Mumbai Indians,ST Jayasuriya,Eden Gardens,1,League
Delhi Daredevils,Royal Challengers Bangalore,30-04-2008,Royal Challengers Bangalore,field,Delhi Daredevils,GD McGrath,Feroz Shah Kotla,1,League
Rajasthan Royals,Kolkata Knight Riders,01-05-2008,Rajasthan Royals,bat,Rajasthan Royals,SA Asnodkar,Sawai Mansingh Stadium,1,League
Deccan Chargers,Kings XI Punjab,01-05-2008,Kings XI Punjab,field,Kings XI Punjab,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",1,League
Chennai Super Kings,Delhi Daredevils,02-05-2008,Chennai Super Kings,bat,Delhi Daredevils,V Sehwag,"MA Chidambaram Stadium, Chepauk",1,League
Royal Challengers Bangalore,Deccan Chargers,03-05-2008,Deccan Chargers,field,Royal Challengers Bangalore,P Kumar,M Chinnaswamy Stadium,1,League
Kings XI Punjab,Kolkata Knight Riders,03-05-2008,Kings XI Punjab,bat,Kings XI Punjab,IK Pathan,"Punjab Cricket Association Stadium, Mohali",1,League
Rajasthan Royals,Chennai Super Kings,04-05-2008,Chennai Super Kings,bat,Rajasthan Royals,Sohail Tanvir,Sawai Mansingh Stadium,1,League
Mumbai Indians,Delhi Daredevils,04-05-2008,Delhi Daredevils,field,Mumbai Indians,SM Pollock,Dr DY Patil Sports Academy,1,League
Royal Challengers Bangalore,Kings XI Punjab,05-05-2008,Kings XI Punjab,field,Kings XI Punjab,S Sreesanth,M Chinnaswamy Stadium,1,League
Chennai Super Kings,Deccan Chargers,06-05-2008,Deccan Chargers,field,Deccan Chargers,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",1,League
Mumbai Indians,Rajasthan Royals,07-05-2008,Mumbai Indians,field,Mumbai Indians,A Nehra,Dr DY Patil Sports Academy,1,League
Delhi Daredevils,Chennai Super Kings,08-05-2008,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,Feroz Shah Kotla,1,League
Kolkata Knight Riders,Royal Challengers Bangalore,08-05-2008,Kolkata Knight Riders,bat,Kolkata Knight Riders,SC Ganguly,Eden Gardens,1,League
Rajasthan Royals,Deccan Chargers,09-05-2008,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Sawai Mansingh Stadium,1,League
Chennai Super Kings,Kings XI Punjab,10-05-2008,Kings XI Punjab,field,Chennai Super Kings,L Balaji,"MA Chidambaram Stadium, Chepauk",1,League
Rajasthan Royals,Delhi Daredevils,11-05-2008,Rajasthan Royals,field,Rajasthan Royals,SR Watson,Sawai Mansingh Stadium,1,League
Deccan Chargers,Kolkata Knight Riders,11-05-2008,Kolkata Knight Riders,bat,Kolkata Knight Riders,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",1,League
Kings XI Punjab,Royal Challengers Bangalore,12-05-2008,Royal Challengers Bangalore,bat,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",1,League
Kolkata Knight Riders,Delhi Daredevils,13-05-2008,Kolkata Knight Riders,bat,Kolkata Knight Riders,Shoaib Akhtar,Eden Gardens,1,League
Mumbai Indians,Chennai Super Kings,14-05-2008,Mumbai Indians,field,Mumbai Indians,ST Jayasuriya,Wankhede Stadium,1,League
Delhi Daredevils,Deccan Chargers,15-05-2008,Deccan Chargers,field,Delhi Daredevils,A Mishra,Feroz Shah Kotla,1,League
Mumbai Indians,Kolkata Knight Riders,16-05-2008,Mumbai Indians,field,Mumbai Indians,SM Pollock,Wankhede Stadium,1,League
Delhi Daredevils,Kings XI Punjab,17-05-2008,Delhi Daredevils,bat,Kings XI Punjab,DPMD Jayawardene,Feroz Shah Kotla,1,League
Rajasthan Royals,Royal Challengers Bangalore,17-05-2008,Royal Challengers Bangalore,field,Rajasthan Royals,GC Smith,Sawai Mansingh Stadium,1,League
Deccan Chargers,Mumbai Indians,18-05-2008,Deccan Chargers,field,Mumbai Indians,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",1,League
Kolkata Knight Riders,Chennai Super Kings,18-05-2008,Kolkata Knight Riders,bat,Chennai Super Kings,M Ntini,Eden Gardens,1,League
Royal Challengers Bangalore,Delhi Daredevils,19-05-2008,Delhi Daredevils,field,Delhi Daredevils,SP Goswami,M Chinnaswamy Stadium,1,League
Kolkata Knight Riders,Rajasthan Royals,20-05-2008,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Eden Gardens,1,League
Chennai Super Kings,Royal Challengers Bangalore,21-05-2008,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,A Kumble,"MA Chidambaram Stadium, Chepauk",1,League
Mumbai Indians,Kings XI Punjab,21-05-2008,Mumbai Indians,field,Kings XI Punjab,SE Marsh,Wankhede Stadium,1,League
Kings XI Punjab,Deccan Chargers,23-05-2008,Kings XI Punjab,field,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",1,League
Chennai Super Kings,Rajasthan Royals,24-05-2008,Rajasthan Royals,bat,Rajasthan Royals,JA Morkel,"MA Chidambaram Stadium, Chepauk",1,League
Delhi Daredevils,Mumbai Indians,24-05-2008,Delhi Daredevils,field,Delhi Daredevils,KD Karthik,Feroz Shah Kotla,1,League
Kolkata Knight Riders,Kings XI Punjab,25-05-2008,Kings XI Punjab,bat,Kolkata Knight Riders,Umar Gul,Eden Gardens,1,League
Deccan Chargers,Royal Challengers Bangalore,25-05-2008,Deccan Chargers,bat,Royal Challengers Bangalore,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",1,League
Rajasthan Royals,Mumbai Indians,26-05-2008,Rajasthan Royals,field,Rajasthan Royals,Sohail Tanvir,Sawai Mansingh Stadium,1,League
Deccan Chargers,Chennai Super Kings,27-05-2008,Deccan Chargers,bat,Chennai Super Kings,SK Raina,"Rajiv Gandhi International Stadium, Uppal",1,League
Kings XI Punjab,Rajasthan Royals,28-05-2008,Rajasthan Royals,field,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",1,League
Royal Challengers Bangalore,Mumbai Indians,28-05-2008,Mumbai Indians,field,Mumbai Indians,CRD Fernando,M Chinnaswamy Stadium,1,League
Delhi Daredevils,Rajasthan Royals,30-05-2008,Delhi Daredevils,field,Rajasthan Royals,SR Watson,Wankhede Stadium,1,Semi Final
Chennai Super Kings,Kings XI Punjab,31-05-2008,Kings XI Punjab,bat,Chennai Super Kings,M Ntini,Wankhede Stadium,1,Semi Final
Chennai Super Kings,Rajasthan Royals,01-06-2008,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Dr DY Patil Sports Academy,1,Final
Royal Challengers Bangalore,Rajasthan Royals,18-04-2009,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,R Dravid,Newlands,2,League
Chennai Super Kings,Mumbai Indians,18-04-2009,Chennai Super Kings,field,Mumbai Indians,SR Tendulkar,Newlands,2,League
Deccan Chargers,Kolkata Knight Riders,19-04-2009,Kolkata Knight Riders,bat,Deccan Chargers,RP Singh,Newlands,2,League
Delhi Daredevils,Kings XI Punjab,19-04-2009,Delhi Daredevils,field,Delhi Daredevils,DL Vettori,Newlands,2,League
Royal Challengers Bangalore,Chennai Super Kings,20-04-2009,Chennai Super Kings,bat,Chennai Super Kings,M Muralitharan,St George's Park,2,League
Kings XI Punjab,Kolkata Knight Riders,21-04-2009,Kolkata Knight Riders,field,Kolkata Knight Riders,CH Gayle,Kingsmead,2,League
Royal Challengers Bangalore,Deccan Chargers,22-04-2009,Deccan Chargers,bat,Deccan Chargers,AC Gilchrist,Newlands,2,League
Chennai Super Kings,Delhi Daredevils,23-04-2009,Delhi Daredevils,bat,Delhi Daredevils,AB de Villiers,Kingsmead,2,League
Kolkata Knight Riders,Rajasthan Royals,23-04-2009,Kolkata Knight Riders,field,,YK Pathan,Newlands,2,League
Royal Challengers Bangalore,Kings XI Punjab,24-04-2009,Royal Challengers Bangalore,bat,Kings XI Punjab,RS Bopara,Kingsmead,2,League
Deccan Chargers,Mumbai Indians,25-04-2009,Deccan Chargers,bat,Deccan Chargers,PP Ojha,Kingsmead,2,League
Kings XI Punjab,Rajasthan Royals,26-04-2009,Kings XI Punjab,bat,Kings XI Punjab,KC Sangakkara,Newlands,2,League
Royal Challengers Bangalore,Delhi Daredevils,26-04-2009,Royal Challengers Bangalore,bat,Delhi Daredevils,TM Dilshan,St George's Park,2,League
Chennai Super Kings,Deccan Chargers,27-04-2009,Deccan Chargers,field,Deccan Chargers,HH Gibbs,Kingsmead,2,League
Kolkata Knight Riders,Mumbai Indians,27-04-2009,Mumbai Indians,bat,Mumbai Indians,SR Tendulkar,St George's Park,2,League
Delhi Daredevils,Rajasthan Royals,28-04-2009,Delhi Daredevils,bat,Rajasthan Royals,YK Pathan,SuperSport Park,2,League
Royal Challengers Bangalore,Kolkata Knight Riders,29-04-2009,Kolkata Knight Riders,bat,Royal Challengers Bangalore,MV Boucher,Kingsmead,2,League
Kings XI Punjab,Mumbai Indians,29-04-2009,Kings XI Punjab,bat,Kings XI Punjab,KC Sangakkara,Kingsmead,2,League
Chennai Super Kings,Rajasthan Royals,30-04-2009,Rajasthan Royals,field,Chennai Super Kings,SK Raina,SuperSport Park,2,League
Deccan Chargers,Delhi Daredevils,30-04-2009,Delhi Daredevils,field,Delhi Daredevils,DP Nannes,SuperSport Park,2,League
Kolkata Knight Riders,Mumbai Indians,01-05-2009,Mumbai Indians,bat,Mumbai Indians,JP Duminy,Buffalo Park,2,League
Royal Challengers Bangalore,Kings XI Punjab,01-05-2009,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Yuvraj Singh,Kingsmead,2,League
Deccan Chargers,Rajasthan Royals,02-05-2009,Deccan Chargers,bat,Rajasthan Royals,YK Pathan,St George's Park,2,League
Chennai Super Kings,Delhi Daredevils,02-05-2009,Delhi Daredevils,field,Chennai Super Kings,SB Jakati,New Wanderers Stadium,2,League
Kings XI Punjab,Kolkata Knight Riders,03-05-2009,Kolkata Knight Riders,bat,Kings XI Punjab,DPMD Jayawardene,St George's Park,2,League
Royal Challengers Bangalore,Mumbai Indians,03-05-2009,Mumbai Indians,bat,Royal Challengers Bangalore,JH Kallis,New Wanderers Stadium,2,League
Chennai Super Kings,Deccan Chargers,04-05-2009,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Buffalo Park,2,League
Kings XI Punjab,Rajasthan Royals,05-05-2009,Kings XI Punjab,field,Rajasthan Royals,GC Smith,Kingsmead,2,League
Delhi Daredevils,Kolkata Knight Riders,05-05-2009,Kolkata Knight Riders,bat,Delhi Daredevils,G Gambhir,Kingsmead,2,League
Deccan Chargers,Mumbai Indians,06-05-2009,Deccan Chargers,bat,Deccan Chargers,RG Sharma,SuperSport Park,2,League
Chennai Super Kings,Kings XI Punjab,07-05-2009,Chennai Super Kings,bat,Chennai Super Kings,ML Hayden,SuperSport Park,2,League
Royal Challengers Bangalore,Rajasthan Royals,07-05-2009,Rajasthan Royals,field,Rajasthan Royals,A Singh,SuperSport Park,2,League
Delhi Daredevils,Mumbai Indians,08-05-2009,Mumbai Indians,bat,Delhi Daredevils,A Nehra,Buffalo Park,2,League
Chennai Super Kings,Rajasthan Royals,09-05-2009,Rajasthan Royals,bat,Chennai Super Kings,S Badrinath,De Beers Diamond Oval,2,League
Deccan Chargers,Kings XI Punjab,09-05-2009,Kings XI Punjab,field,Kings XI Punjab,DPMD Jayawardene,De Beers Diamond Oval,2,League
Royal Challengers Bangalore,Mumbai Indians,10-05-2009,Mumbai Indians,bat,Mumbai Indians,JP Duminy,St George's Park,2,League
Delhi Daredevils,Kolkata Knight Riders,10-05-2009,Delhi Daredevils,field,Delhi Daredevils,A Mishra,New Wanderers Stadium,2,League
Deccan Chargers,Rajasthan Royals,11-05-2009,Deccan Chargers,bat,Deccan Chargers,DR Smith,De Beers Diamond Oval,2,League
Royal Challengers Bangalore,Kolkata Knight Riders,12-05-2009,Royal Challengers Bangalore,field,Royal Challengers Bangalore,LRPL Taylor,SuperSport Park,2,League
Kings XI Punjab,Mumbai Indians,12-05-2009,Kings XI Punjab,bat,Mumbai Indians,Harbhajan Singh,SuperSport Park,2,League
Deccan Chargers,Delhi Daredevils,13-05-2009,Deccan Chargers,field,Delhi Daredevils,R Bhatia,Kingsmead,2,League
Royal Challengers Bangalore,Chennai Super Kings,14-05-2009,Chennai Super Kings,bat,Royal Challengers Bangalore,LRPL Taylor,Kingsmead,2,League
Mumbai Indians,Rajasthan Royals,14-05-2009,Rajasthan Royals,bat,Rajasthan Royals,SK Warne,Kingsmead,2,League
Delhi Daredevils,Kings XI Punjab,15-05-2009,Kings XI Punjab,field,Kings XI Punjab,B Lee,OUTsurance Oval,2,League
Chennai Super Kings,Mumbai Indians,16-05-2009,Mumbai Indians,bat,Chennai Super Kings,ML Hayden,St George's Park,2,League
Deccan Chargers,Kolkata Knight Riders,16-05-2009,Deccan Chargers,field,Deccan Chargers,RG Sharma,New Wanderers Stadium,2,League
Deccan Chargers,Kings XI Punjab,17-05-2009,Deccan Chargers,field,Kings XI Punjab,Yuvraj Singh,New Wanderers Stadium,2,League
Delhi Daredevils,Rajasthan Royals,17-05-2009,Delhi Daredevils,bat,Delhi Daredevils,AB de Villiers,OUTsurance Oval,2,League
Chennai Super Kings,Kolkata Knight Riders,18-05-2009,Chennai Super Kings,bat,Kolkata Knight Riders,BJ Hodge,SuperSport Park,2,League
Royal Challengers Bangalore,Delhi Daredevils,19-05-2009,Delhi Daredevils,bat,Royal Challengers Bangalore,JH Kallis,New Wanderers Stadium,2,League
Kolkata Knight Riders,Rajasthan Royals,20-05-2009,Kolkata Knight Riders,field,Kolkata Knight Riders,LR Shukla,Kingsmead,2,League
Chennai Super Kings,Kings XI Punjab,20-05-2009,Chennai Super Kings,bat,Chennai Super Kings,M Muralitharan,Kingsmead,2,League
Delhi Daredevils,Mumbai Indians,21-05-2009,Delhi Daredevils,field,Delhi Daredevils,V Sehwag,SuperSport Park,2,League
Royal Challengers Bangalore,Deccan Chargers,21-05-2009,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,MK Pandey,SuperSport Park,2,League
Delhi Daredevils,Deccan Chargers,22-05-2009,Deccan Chargers,field,Deccan Chargers,AC Gilchrist,SuperSport Park,2,Semi Final
Royal Challengers Bangalore,Chennai Super Kings,23-05-2009,Royal Challengers Bangalore,field,Royal Challengers Bangalore,MK Pandey,New Wanderers Stadium,2,Semi Final
Royal Challengers Bangalore,Deccan Chargers,24-05-2009,Royal Challengers Bangalore,field,Deccan Chargers,A Kumble,New Wanderers Stadium,2,Final
Deccan Chargers,Kolkata Knight Riders,12-03-2010,Deccan Chargers,field,Kolkata Knight Riders,AD Mathews,Dr DY Patil Sports Academy,3,League
Mumbai Indians,Rajasthan Royals,13-03-2010,Mumbai Indians,bat,Mumbai Indians,YK Pathan,Brabourne Stadium,3,League
Kings XI Punjab,Delhi Daredevils,13-03-2010,Delhi Daredevils,field,Delhi Daredevils,G Gambhir,"Punjab Cricket Association Stadium, Mohali",3,League
Kolkata Knight Riders,Royal Challengers Bangalore,14-03-2010,Kolkata Knight Riders,field,Kolkata Knight Riders,MK Tiwary,Eden Gardens,3,League
Chennai Super Kings,Deccan Chargers,14-03-2010,Deccan Chargers,bat,Deccan Chargers,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",3,League
Rajasthan Royals,Delhi Daredevils,15-03-2010,Delhi Daredevils,field,Delhi Daredevils,V Sehwag,"Sardar Patel Stadium, Motera",3,League
Royal Challengers Bangalore,Kings XI Punjab,16-03-2010,Kings XI Punjab,bat,Royal Challengers Bangalore,JH Kallis,M Chinnaswamy Stadium,3,League
Kolkata Knight Riders,Chennai Super Kings,16-03-2010,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Eden Gardens,3,League
Delhi Daredevils,Mumbai Indians,17-03-2010,Delhi Daredevils,field,Mumbai Indians,SR Tendulkar,Feroz Shah Kotla,3,League
Royal Challengers Bangalore,Rajasthan Royals,18-03-2010,Royal Challengers Bangalore,field,Royal Challengers Bangalore,JH Kallis,M Chinnaswamy Stadium,3,League
Deccan Chargers,Kings XI Punjab,19-03-2010,Kings XI Punjab,field,Deccan Chargers,A Symonds,Barabati Stadium,3,League
Delhi Daredevils,Chennai Super Kings,19-03-2010,Delhi Daredevils,bat,Chennai Super Kings,ML Hayden,Feroz Shah Kotla,3,League
Mumbai Indians,Royal Challengers Bangalore,20-03-2010,Mumbai Indians,bat,Royal Challengers Bangalore,JH Kallis,Brabourne Stadium,3,League
Rajasthan Royals,Kolkata Knight Riders,20-03-2010,Rajasthan Royals,bat,Rajasthan Royals,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",3,League
Deccan Chargers,Delhi Daredevils,21-03-2010,Deccan Chargers,bat,Deccan Chargers,A Symonds,Barabati Stadium,3,League
Chennai Super Kings,Kings XI Punjab,21-03-2010,Chennai Super Kings,field,,J Theron,"MA Chidambaram Stadium, Chepauk",3,League
Mumbai Indians,Kolkata Knight Riders,22-03-2010,Kolkata Knight Riders,bat,Mumbai Indians,SR Tendulkar,Brabourne Stadium,3,League
Royal Challengers Bangalore,Chennai Super Kings,23-03-2010,Chennai Super Kings,field,Royal Challengers Bangalore,RV Uthappa,M Chinnaswamy Stadium,3,League
Kings XI Punjab,Rajasthan Royals,24-03-2010,Kings XI Punjab,field,Rajasthan Royals,AC Voges,"Punjab Cricket Association Stadium, Mohali",3,League
Chennai Super Kings,Mumbai Indians,25-03-2010,Mumbai Indians,field,Mumbai Indians,SR Tendulkar,"Brabourne Stadium, Mumbai",3,League
Royal Challengers Bangalore,Delhi Daredevils,25-03-2010,Royal Challengers Bangalore,field,Delhi Daredevils,KM Jadhav,M Chinnaswamy Stadium,3,League
Rajasthan Royals,Deccan Chargers,26-03-2010,Deccan Chargers,bat,Rajasthan Royals,YK Pathan,"Sardar Patel Stadium, Motera",3,League
Kings XI Punjab,Kolkata Knight Riders,27-03-2010,Kolkata Knight Riders,bat,Kolkata Knight Riders,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",3,League
Rajasthan Royals,Chennai Super Kings,28-03-2010,Rajasthan Royals,bat,Rajasthan Royals,NV Ojha,"Sardar Patel Stadium, Motera",3,League
Deccan Chargers,Mumbai Indians,28-03-2010,Deccan Chargers,field,Mumbai Indians,Harbhajan Singh,Dr DY Patil Sports Academy,3,League
Delhi Daredevils,Kolkata Knight Riders,29-03-2010,Delhi Daredevils,bat,Delhi Daredevils,DA Warner,Feroz Shah Kotla,3,League
Mumbai Indians,Kings XI Punjab,30-03-2010,Mumbai Indians,field,Mumbai Indians,SL Malinga,Brabourne Stadium,3,League
Delhi Daredevils,Rajasthan Royals,31-03-2010,Delhi Daredevils,bat,Delhi Daredevils,KD Karthik,Feroz Shah Kotla,3,League
Chennai Super Kings,Royal Challengers Bangalore,31-03-2010,Royal Challengers Bangalore,bat,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",3,League
Kolkata Knight Riders,Deccan Chargers,01-04-2010,Kolkata Knight Riders,bat,Kolkata Knight Riders,SC Ganguly,Eden Gardens,3,League
Kings XI Punjab,Royal Challengers Bangalore,02-04-2010,Kings XI Punjab,bat,Royal Challengers Bangalore,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",3,League
Mumbai Indians,Deccan Chargers,03-04-2010,Mumbai Indians,bat,Mumbai Indians,AT Rayudu,Brabourne Stadium,3,League
Chennai Super Kings,Rajasthan Royals,03-04-2010,Chennai Super Kings,bat,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",3,League
Kolkata Knight Riders,Kings XI Punjab,04-04-2010,Kolkata Knight Riders,bat,Kings XI Punjab,DPMD Jayawardene,Eden Gardens,3,League
Delhi Daredevils,Royal Challengers Bangalore,04-04-2010,Delhi Daredevils,bat,Delhi Daredevils,PD Collingwood,Feroz Shah Kotla,3,League
Deccan Chargers,Rajasthan Royals,05-04-2010,Rajasthan Royals,bat,Rajasthan Royals,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",3,League
Chennai Super Kings,Mumbai Indians,06-04-2010,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",3,League
Rajasthan Royals,Kings XI Punjab,07-04-2010,Kings XI Punjab,bat,Rajasthan Royals,MJ Lumb,Sawai Mansingh Stadium,3,League
Kolkata Knight Riders,Delhi Daredevils,07-04-2010,Kolkata Knight Riders,bat,Kolkata Knight Riders,SC Ganguly,Eden Gardens,3,League
Royal Challengers Bangalore,Deccan Chargers,08-04-2010,Deccan Chargers,field,Deccan Chargers,TL Suman,M Chinnaswamy Stadium,3,League
Kings XI Punjab,Mumbai Indians,09-04-2010,Mumbai Indians,bat,Kings XI Punjab,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",3,League
Deccan Chargers,Chennai Super Kings,10-04-2010,Chennai Super Kings,bat,Deccan Chargers,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",3,League
Royal Challengers Bangalore,Kolkata Knight Riders,10-04-2010,Royal Challengers Bangalore,field,Royal Challengers Bangalore,R Vinay Kumar,M Chinnaswamy Stadium,3,League
Delhi Daredevils,Kings XI Punjab,11-04-2010,Delhi Daredevils,bat,Kings XI Punjab,PP Chawla,Feroz Shah Kotla,3,League
Rajasthan Royals,Mumbai Indians,11-04-2010,Rajasthan Royals,field,Mumbai Indians,SR Tendulkar,Sawai Mansingh Stadium,3,League
Deccan Chargers,Royal Challengers Bangalore,12-04-2010,Royal Challengers Bangalore,field,Deccan Chargers,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",3,League
Chennai Super Kings,Kolkata Knight Riders,13-04-2010,Kolkata Knight Riders,bat,Chennai Super Kings,R Ashwin,"MA Chidambaram Stadium, Chepauk",3,League
Mumbai Indians,Delhi Daredevils,13-04-2010,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Brabourne Stadium,3,League
Rajasthan Royals,Royal Challengers Bangalore,14-04-2010,Rajasthan Royals,bat,Royal Challengers Bangalore,KP Pietersen,Sawai Mansingh Stadium,3,League
Chennai Super Kings,Delhi Daredevils,15-04-2010,Chennai Super Kings,bat,Delhi Daredevils,G Gambhir,"MA Chidambaram Stadium, Chepauk",3,League
Kings XI Punjab,Deccan Chargers,16-04-2010,Deccan Chargers,field,Deccan Chargers,RG Sharma,Himachal Pradesh Cricket Association Stadium,3,League
Royal Challengers Bangalore,Mumbai Indians,17-04-2010,Royal Challengers Bangalore,field,Mumbai Indians,R McLaren,M Chinnaswamy Stadium,3,League
Kolkata Knight Riders,Rajasthan Royals,17-04-2010,Rajasthan Royals,bat,Kolkata Knight Riders,JD Unadkat,Eden Gardens,3,League
Delhi Daredevils,Deccan Chargers,18-04-2010,Deccan Chargers,bat,Deccan Chargers,A Symonds,Feroz Shah Kotla,3,League
Kings XI Punjab,Chennai Super Kings,18-04-2010,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,Himachal Pradesh Cricket Association Stadium,3,League
Kolkata Knight Riders,Mumbai Indians,19-04-2010,Mumbai Indians,bat,Kolkata Knight Riders,M Kartik,Eden Gardens,3,League
Royal Challengers Bangalore,Mumbai Indians,21-04-2010,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Dr DY Patil Sports Academy,3,Semi Final
Chennai Super Kings,Deccan Chargers,22-04-2010,Chennai Super Kings,bat,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy,3,Semi Final
Royal Challengers Bangalore,Deccan Chargers,24-04-2010,Deccan Chargers,bat,Royal Challengers Bangalore,A Kumble,Dr DY Patil Sports Academy,3,3rd Place Play-Off
Chennai Super Kings,Mumbai Indians,25-04-2010,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,Dr DY Patil Sports Academy,3,Final
Chennai Super Kings,Kolkata Knight Riders,08-04-2011,Chennai Super Kings,bat,Chennai Super Kings,S Anirudha,"MA Chidambaram Stadium, Chepauk",4,League
Deccan Chargers,Rajasthan Royals,09-04-2011,Rajasthan Royals,field,Rajasthan Royals,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",4,League
Kochi Tuskers Kerala,Royal Challengers Bangalore,09-04-2011,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,AB de Villiers,Nehru Stadium,4,League
Delhi Daredevils,Mumbai Indians,10-04-2011,Delhi Daredevils,bat,Mumbai Indians,SL Malinga,Feroz Shah Kotla,4,League
Pune Warriors,Kings XI Punjab,10-04-2011,Kings XI Punjab,bat,Pune Warriors,SB Wagh,Dr DY Patil Sports Academy,4,League
Kolkata Knight Riders,Deccan Chargers,11-04-2011,Kolkata Knight Riders,bat,Kolkata Knight Riders,JH Kallis,Eden Gardens,4,League
Royal Challengers Bangalore,Mumbai Indians,12-04-2011,Mumbai Indians,field,Mumbai Indians,SR Tendulkar,M Chinnaswamy Stadium,4,League
Rajasthan Royals,Delhi Daredevils,12-04-2011,Delhi Daredevils,bat,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium,4,League
Pune Warriors,Kochi Tuskers Kerala,13-04-2011,Kochi Tuskers Kerala,bat,Pune Warriors,MD Mishra,Dr DY Patil Sports Academy,4,League
Kings XI Punjab,Chennai Super Kings,13-04-2011,Kings XI Punjab,field,Kings XI Punjab,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",4,League
